RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02
102001,United States,0,182300,179100,175100,172000,170800,170400,169600,168400,165600,162100,159400,158000,156000,152000,148600,148000,149800,152100,153800,155400,156900,157700,158700,158900,159500,156900,154700,152100,152400,153000,154200,153800,153600,152600,152500,151600,148800,146100,143600,143900,145100,145500,145300,144900,145200,146100,145600,145700,145600,147300,148500,150400,152100,154400,155000,155800,156600,159300,160400,161100,161200,162400,164400,166300,169200,171500,172400,172300,170700,171200,170800,172000,171700,172100,172400,173200,174700,176400,177700,178000,178200,178900,180200,182200,183800,185700,186600,187400,188200,188300,188500,188000,187900,189500,190900,192200,191900,192600,193000,194400,195300,196900,197300,199100,200800,201900,202400,203200,204400,204800,204900,205500,206800,208000,210100,211400,213400,213600,216000,219900,223400,223800,221100,219900,219200,219300,219100,220400,222500,223800,226000,228300,230900,231500,231300,231900,232400,233100,233800,235900,239200,242100,245700,249700
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363700,362500,362600,361400,362600,359900,356700,354900,353700,354600,352100,345900,342500,338800,341200,345100,350300,353700,356500,355900,353300,349800,353200,356800,355200,352400,349700,353700,351400,354700,354700,359400,364000,367300,370100,365700,363400,361600,365100,365800,365200,364100,364000,364000,365400,364600,363300,362100,362700,368000,370200,370500,368000,364700,366200,363000,363200,363100,365700,366900,368300,365100,364000,363000,365400,365800,365500,365300,366700,365700,369000,367800,368500,362900,364000,364600,368900,370100,369900,371100,369600,371700,372100,376400,377200,377800,376400,377200,378600,380600,381500,383400,384200,385000,384700,385000,385700,386900,389400,390100,392500,392400,393700,394800,396100,398800,402900,408500,414100,416000,418300
753899,"Los Angeles-Long Beach-Anaheim, CA",2,471000,459300,443600,432300,417800,405500,390500,378500,365800,355400,341500,332100,325400,319600,316600,322500,332400,341100,347400,352500,359700,362700,365700,362100,360300,356500,360400,358100,360300,356100,360500,358600,360700,357500,354000,353300,351000,352300,347000,343200,340900,339000,338300,333700,333400,331800,332300,331100,332200,336300,339300,343800,348700,356100,363800,370700,378300,386500,391500,395900,402200,415200,426600,436700,442800,447200,449600,450700,451500,452300,451000,453400,452600,456600,460800,463100,465900,466700,470200,473300,474500,476400,477200,483000,487000,492100,490700,494100,495100,499500,498400,498200,500000,507900,515200,517200,517700,519600,524300,525200,525900,528800,531100,528100,525500,521500,524900,521200,525700,527600,535800,537800,539200,540200,546800,558600,576700,587300,596200,598500,603300,603100,604400,606600,609300,610900,613600,619000,625700,625500,626800,625900,631800,635600,633200,631200,633500,637900,642100,644400,650700,658300,666900,677700
394463,"Chicago, IL",3,251500,246700,231800,220400,217600,219700,224200,224000,217500,213500,207400,207200,202400,196500,187100,180400,180800,186200,190400,192700,191800,191600,192600,194700,192500,187800,180300,177800,173500,175400,173700,178700,178000,178200,175400,173800,169200,163800,156600,154400,155900,160500,162300,160800,156000,155300,152500,152900,152100,153400,152900,154300,155900,158200,158100,156100,155900,155000,156000,154200,153300,153000,156300,161000,168600,174700,178300,179100,177500,178500,177600,179300,177600,177300,177000,180700,184700,191200,193400,193800,190100,188700,189100,189200,189800,191300,192400,192400,190600,186900,184700,182900,181100,180300,178000,179400,179800,181900,182800,182700,183600,186100,187200,188300,188600,191100,193200,196000,198600,199600,198600,196500,195700,196700,197300,198500,199100,201500,206100,210900,217100,218000,215500,213700,214300,217100,216800,217500,220000,217600,219100,223600,233300,236200,232500,226500,222800,223300,224800,228000,229900,233900,234300,241400
394514,"Dallas-Fort Worth, TX",4,144600,144200,142700,142400,144500,146500,146600,144800,143300,141400,139700,139700,140100,140000,140400,142900,146400,148700,149200,148700,147500,145800,144500,144500,145500,147300,146200,146300,146900,151000,152800,151400,150200,150100,151300,150400,146700,143100,141500,142400,145300,147300,149200,149300,148300,149400,149300,150800,151000,153400,155500,157500,159300,160200,162600,162600,162900,162500,163100,163300,163800,167300,170700,173100,176000,177200,179300,177900,178600,177800,176300,176900,177600,179300,179500,180700,182800,184800,185300,186100,187100,189600,191400,193000,193700,195100,196800,198900,201200,202200,202600,202700,202900,204000,203800,206000,207500,210100,212000,214700,216200,217500,219300,221800,224800,225600,227500,230200,232500,233800,233200,232800,232900,234300,236600,239000,240000,242200,243800,248000,249100,249300,247500,247500,248200,246400,246600,245900,247700,247800,248500,249400,249400,250400,251200,252700,254000,256000,258400,261300,263500,265400,268200,269300
394974,"Philadelphia, PA",5,212000,211900,207300,199800,195700,196100,198600,198900,199600,196500,195600,194500,198600,198800,194600,188800,185700,188000,190500,192800,194700,196500,198700,200500,201400,201800,196100,190800,187000,184500,186300,187500,193000,194100,196700,197800,196200,192500,183400,180500,178900,182100,182000,182600,182700,184300,183900,185900,185200,184900,182800,183700,182500,184000,181700,183900,185500,189300,190600,190000,189000,188500,186700,188200,190100,193300,193100,192100,192000,191700,192100,191000,192300,191000,190200,190000,190200,191300,190400,191200,189500,188800,188000,187900,188700,191300,192400,192500,190200,190400,191700,191900,191000,187100,188100,190500,191600,190300,189300,191600,193100,192300,191800,190900,191200,194700,193600,196600,194900,197600,198600,199400,199600,197100,196100,194700,195400,195800,196200,194100,195700,196700,199000,197300,196600,197200,197600,198300,200000,201500,202700,205300,206800,213500,213500,215700,213000,213300,213700,215600,221900,225800,228200,
394692,"Houston, TX",6,146200,144500,141700,142000,143300,144700,146700,144800,140900,135100,133900,134400,137200,139200,141700,144300,147000,149500,150600,149600,147700,144900,144600,144400,145300,145300,144000,143100,142600,144500,145500,145900,147300,149500,149300,148200,145500,143100,141500,142100,143700,146300,146800,148400,148300,149800,148300,145600,144000,147000,150600,154100,155200,155600,154000,153300,155000,155700,156000,154000,155200,159300,163700,167200,169200,170800,171900,171400,172900,172700,172900,173300,175500,177900,178600,178500,177800,179600,180300,181700,180700,181400,183300,184500,185800,185000,186000,187900,189800,191000,189000,188400,186200,187500,188800,189900,188600,189200,191900,195800,199400,200900,203400,204200,207500,209300,211100,211300,211800,211700,212000,212400,212100,212000,213200,216200,218200,217300,216800,218000,219300,220900,221000,220000,219100,218400,219800,221700,223200,226600,226900,229100,228200,230100,229900,229400,227300,227000,227900,231000,233400,236900,239800,243600
395209,"Washington, DC",7,353600,342500,326600,313400,309900,308700,302000,294100,287700,281400,280300,276600,278200,271300,268300,269500,278300,289100,292600,290200,286000,283700,282800,279600,277500,278500,278300,275500,280900,277300,286100,282300,292800,290600,288000,286700,281800,279600,275500,276800,286800,293900,302800,293900,290500,282100,284000,278700,290000,296100,307800,310000,318900,321000,319600,316700,318600,318000,319400,315400,324100,327000,337200,339400,345700,347300,345500,342700,341800,341200,341600,339600,341600,337600,344200,345500,352600,348800,346700,345600,346500,350400,348800,350200,355600,355700,354000,345800,344700,342700,346000,348600,349100,343500,342100,345600,347800,349000,346300,348000,348600,349900,350100,353100,352700,353700,355500,356300,359300,358000,360000,357600,359800,360300,363700,363700,365600,368000,370400,372000,378500,380300,381600,374900,372800,373700,375700,376400,377800,378100,381700,384600,395300,394700,394600,386700,387600,389000,392800,395400,403300,403000,401100,
394856,"Miami-Fort Lauderdale, FL",8,253700,244500,236500,229500,225700,222800,214400,206100,193700,186700,174800,166300,157400,149700,142800,138500,140100,143000,145000,144300,143600,144100,143900,143400,142400,140400,140100,137500,134400,129400,125200,126300,127100,126400,120000,116000,113400,114900,117900,121000,125100,124000,123000,121300,121100,124000,126700,130000,130000,132300,132200,135700,135600,137500,138600,140600,142400,147200,151800,155200,153600,154600,158900,162900,166000,168900,171500,172600,173000,174600,176800,176200,177200,177500,180000,181600,186000,186000,187700,186300,190200,191800,193700,194100,195800,197600,202700,206300,208900,207700,206700,206600,204000,205200,206300,213200,215300,218000,218200,219700,221100,223200,225700,228000,226600,227000,227400,232800,234500,237300,236500,238400,238200,241700,243700,245500,244800,246400,250700,254000,257000,255700,254200,252900,251900,252400,251500,255500,257500,259500,257600,262000,265700,268100,266200,266500,266700,269200,268100,271500,275500,279900,286200,291100
394347,"Atlanta, GA",9,161300,153800,148400,144800,143900,145400,144300,143100,136400,130200,126400,123500,121000,115700,112900,113000,118000,123100,128300,130800,133800,133400,132100,126700,121900,118900,119300,118900,117600,114700,116300,117400,119800,117600,116800,110500,106000,100100,97400,96300,96700,96600,94900,91500,92300,92700,93400,92600,93600,95000,95900,96100,97900,100300,103000,105000,107300,112000,113700,118100,121100,126900,129400,133100,136400,139200,138700,138600,138600,139700,138800,139900,140200,142200,145700,149500,153900,155200,155500,155700,156000,159700,159800,162700,163000,172600,174100,175200,169400,169700,170800,170900,173000,173900,175400,174500,174900,175000,174700,172600,173200,173800,176000,177000,180200,179700,181700,181800,185100,185400,186300,187300,187700,186800,188000,190400,193600,194900,196900,201200,203200,205400,203800,204700,203400,200900,203400,205800,211000,211500,215700,218100,219300,217400,218300,219600,221500,221800,225200,226800,231900,233200,236500,
394404,"Boston, MA",10,333700,327400,323800,320200,319500,318500,316600,315600,308600,302300,291300,291200,285900,289100,285800,290200,294500,300600,306500,306600,303100,305600,307000,311000,308800,307800,306000,308100,314900,321700,321000,320100,318500,315300,302300,291800,286000,288700,295500,304600,314800,317600,318600,311900,307600,299900,298900,297200,304200,308700,313500,319300,324000,326500,323700,323100,324000,322400,317200,318300,321800,330500,332500,335700,338600,343500,345200,347400,346500,348400,348500,351000,351700,348800,348400,348000,351900,353200,353200,353300,353300,354800,356700,361100,361900,360100,357900,358800,364500,368600,369800,368800,366100,366300,366900,366500,367700,370000,373100,376600,377800,379300,380700,381100,381700,382700,385600,389900,395000,396100,396900,395400,397400,398200,401100,404200,409100,411000,409800,412700,415900,421600,422700,425400,426200,426800,424200,425900,428600,427100,428100,432900,441400,441000,439000,438400,441400,442200,443600,448200,449300,454100,453200,458500
395057,"San Francisco, CA",11,565500,521900,484000,458800,444700,424900,403100,374000,345000,325500,312300,304700,287500,275900,275500,296800,320600,339500,354900,364200,373200,384500,386500,380500,370000,361700,371200,376800,389600,391900,397600,393100,382800,377400,372300,367200,351800,343500,341000,342200,344200,348300,352400,350800,348800,345000,345800,342600,341100,348300,364400,384100,399900,409500,419100,427900,436100,448600,452600,454600,455500,480500,510700,534600,545900,548400,551200,549300,550300,552400,559500,563400,565800,565600,569100,569100,573600,581700,593800,596800,591000,585300,579900,590100,598400,611700,612500,611700,611900,619900,623800,623900,624400,641400,650400,648500,630000,625500,629700,644300,651100,651600,645500,643300,649600,662800,674000,677400,677100,685200,690700,696300,690900,697200,705500,719900,729600,737700,739400,750000,755400,763400,770300,774700,775000,762700,760200,772200,783700,786900,785500,790400,789000,786000,783800,781400,770600,758800,766200,783700,791600,803900,809600,816600
395025,"Riverside, CA",12,301300,285100,268600,257700,246400,236400,225300,217800,208300,198200,188200,179800,171600,162400,156100,154200,154800,157000,158800,161800,166000,169400,174500,175900,176600,173200,173500,174500,174600,174100,174000,174200,173000,172000,173700,174400,173500,170400,168100,166800,166400,167100,168700,169500,170300,168600,169600,170000,172400,174200,175200,176200,177500,179000,183300,187000,194200,199800,205300,207800,211600,214700,220200,224300,230000,233300,237300,241500,245400,248600,252400,255100,256500,254900,256800,258200,259700,260200,260900,263700,265400,268000,268700,271400,273300,275700,274800,276000,277700,281200,282100,282100,283500,285800,289700,290400,291600,292000,293500,294000,295300,297300,301700,301500,302300,300300,300200,301400,303500,307900,308800,311500,312300,314700,316900,323700,327500,330800,336000,344100,346200,346200,344800,347600,347800,348500,350400,351100,352000,353600,357900,360400,360200,358300,358500,359400,360200,363000,367300,371200,370900,369100,373300,380300
394976,"Phoenix, AZ",13,221300,212200,203600,198600,192200,186500,178400,171400,162500,152100,142000,131800,124300,117000,113000,114600,119000,123600,125300,125600,128300,128100,129300,128400,128500,127100,125100,124400,124000,121800,120500,118900,117400,113200,112200,111000,110800,107900,105200,105300,105400,107400,108700,110200,113500,115700,113100,109800,108500,113300,118600,121200,123300,125500,126900,130600,134700,137900,139800,139800,142500,144400,146800,149300,152300,153200,154000,154500,154300,155700,155500,156400,156100,156500,157100,156100,156700,156800,159300,159400,160300,162400,163000,166600,168500,172100,173700,175300,175900,176200,177400,179000,181200,183300,184400,185100,186200,188900,191500,193000,193600,195600,197600,200100,202500,202200,203800,204000,206000,205300,206200,207000,209000,211100,213200,215300,218300,220100,224500,227200,229500,229200,228000,230000,233500,236700,237300,237900,238900,239100,240900,242700,245300,243800,244200,246100,250100,251200,252700,255100,258900,262700,267300,274300
395078,"Seattle, WA",14,348500,342000,330200,321800,314600,315200,315100,316700,310700,311000,310500,316900,311800,305900,293700,290600,285900,288000,291100,295500,295400,298100,303500,312000,311600,304900,295400,286500,292900,295700,298600,290100,286900,291200,289800,292700,284900,283300,271200,259900,249300,245500,247400,244200,242400,243100,244000,245500,242700,249800,254100,263100,266200,270000,274300,277700,281600,279900,277300,279600,283800,290800,293400,294900,299700,304200,309500,308300,305000,301700,300100,304100,304700,307200,304500,306700,310100,313800,316800,316800,318100,317200,320300,323000,328800,331200,333000,334200,332400,334800,335700,342500,342000,345400,347000,352200,354800,356100,358400,358600,360900,363600,366900,370800,375500,378100,380500,381400,385500,390100,393600,399900,403200,407800,411900,415500,421400,425100,430800,439400,450000,458800,453900,446600,439400,438700,438100,436900,437600,441900,450500,463200,470700,473700,469900,461900,455500,454000,459200,465500,469300,479500,491300,509700
394865,"Minneapolis-St Paul, MN",15,218400,215100,208900,203300,200500,201000,202500,201800,198300,193600,189200,185400,181300,175900,173600,172000,174500,176000,179800,180200,179800,177800,176000,175700,174500,175400,172500,171200,173000,175300,176400,174400,173300,173700,169700,167800,160700,156100,150600,151500,153800,155900,155200,154500,153400,151800,151200,148700,148300,149200,152400,156500,160900,164900,168900,170000,170700,169000,168000,167200,167500,168700,171600,176600,182900,188700,191800,192600,191200,190200,188300,187700,185900,186200,188300,192900,196800,202200,201200,201400,198500,200900,200800,203800,205600,210600,210900,211100,210400,211800,213700,213900,214200,215300,216200,217600,216900,218300,219100,219500,220200,221600,223700,225200,224600,224300,225200,227300,229700,229900,230300,232400,234100,236400,237600,238700,240000,240300,243900,247800,251700,251900,250800,248600,247800,246900,247500,249800,252800,253200,253200,257200,263900,267900,266700,265300,265200,267300,270300,273500,275600,275800,277100,281000
395056,"San Diego, CA",16,404900,396200,381200,369100,353400,341400,331200,320800,309500,301500,293300,290300,284500,284300,282800,290200,297600,307800,314100,317500,321300,325500,323500,326500,327200,334400,332100,329000,328000,327200,328600,329500,333100,335300,326500,321000,317700,321100,320700,317400,317000,315400,313100,312100,312900,314700,314400,313300,316500,320900,326200,326500,331600,335300,343100,348500,356500,364300,365000,365800,368600,380700,392600,400000,404700,406900,412000,412500,415600,417300,418000,418000,418800,423400,427300,429400,431700,434600,436700,440300,439300,437700,440000,444500,450300,449700,450400,454400,457800,460100,456800,455800,461300,466600,473400,471800,474100,474800,478400,478400,478700,480700,484800,493400,496100,499600,500300,505500,509600,511000,513500,517900,521100,523800,526200,530500,538800,543500,544900,546400,548500,555500,555500,557500,555900,558000,560500,561900,560100,557900,556800,559000,557900,560400,559300,562300,561400,564200,561800,568300,576700,582900,587800,
395121,"St. Louis, MO",17,139700,137200,133800,130900,132700,133500,133300,132600,129700,127800,122700,123800,124500,126300,124200,123600,125300,127900,129600,132200,132800,132600,131900,129900,130700,128800,130300,129100,129000,127000,126700,125100,124200,123800,125600,125900,120200,116300,114700,116200,118600,120200,121400,120500,120900,119300,115900,112800,114000,116700,119200,120100,121500,123000,124100,124800,123200,123800,122400,123100,122600,125700,127900,131100,133100,135200,135500,134300,132600,131700,131900,132500,132900,133100,134500,136600,138800,139700,139400,139000,139800,141000,142800,144600,147100,146600,146000,145200,147300,147800,147500,146900,146700,148000,150400,149900,147800,145900,147100,148800,147600,147000,146800,147500,148200,148900,150900,153300,155500,153700,152000,149400,150700,150900,152200,154200,156400,157100,156400,157800,159100,160500,159200,156800,155600,155900,154300,155400,156000,160300,164500,164000,167300,165400,167800,166500,164900,165000,164800,169700,172000,174300,174900,176100
395148,"Tampa, FL",18,176300,169600,164000,159800,155900,153100,150500,146500,141600,136500,132100,129300,126100,124300,121800,120900,121300,121000,122200,122300,124400,123400,123800,122700,120100,118500,116200,116500,111300,110200,108500,110700,109000,107700,103400,98200,94400,92900,93400,95100,95800,98100,98800,99100,97300,97100,99400,100800,100800,101700,103600,105600,106300,107400,109000,110200,113600,115600,117400,116900,118100,120000,122400,122700,124400,126900,128500,128100,126800,128100,127800,127500,125600,125700,127700,129800,133200,134400,135200,136400,135900,136900,135800,137000,139200,142400,144400,144700,145100,145400,146700,148400,149300,151200,153800,157700,158400,159400,159900,164100,163800,166600,166500,169200,169800,170700,173900,175900,177800,176400,176300,177300,179800,180900,183000,184300,188000,189700,194500,198100,201600,201700,200700,202200,203200,205800,207800,210300,215300,217500,220600,217400,213600,209700,207700,208100,208300,210800,214100,218000,220100,222900,229400,234800
394358,"Baltimore, MD",19,241700,238900,231600,225800,222400,224400,228800,229800,227800,223300,224200,225400,225300,223100,215500,214100,208300,215800,216800,222200,218600,224100,225500,229400,223500,215400,206800,204600,202900,206500,201000,202700,199200,199100,208400,219500,219400,209900,195500,199600,197800,206200,200600,202600,202500,209800,216100,216400,214600,211300,209200,212200,211400,212100,211700,217800,221300,221600,224000,221300,217800,212700,212800,218200,224400,229200,228700,222500,220300,222400,226600,227800,229500,228600,229100,228800,228600,229200,228900,230000,228900,229400,227900,228000,226700,224500,222100,223800,231700,232700,231100,225200,223800,225900,227100,234700,235600,238500,236400,236200,237100,237400,238200,238200,235500,233100,232700,235100,235000,232900,233800,234000,235100,234500,237100,238200,239800,240500,241200,241100,241300,241700,241500,242000,242300,242600,242800,241700,241200,239200,239200,240900,241300,243900,247300,251600,253700,251300,251700,248800,250200,247300,247600,
394530,"Denver, CO",20,201600,197300,193300,190500,193800,196000,196000,193000,188500,182200,172700,170600,170900,176700,179900,186100,192400,199500,201500,203100,201400,201800,199700,203400,202700,203400,200400,199700,204100,207800,212100,210200,207500,207600,202800,201600,196100,195600,193300,194900,196100,199000,199900,201400,202100,202200,203500,201100,201000,204800,212300,220200,225200,229300,232000,233400,234400,233200,231600,232500,234800,239000,239700,242300,245600,248400,250600,250300,250400,249500,248000,248400,249400,251600,252800,255000,258200,260300,262400,263200,267100,269800,275000,279200,283800,286000,288100,289900,291200,293400,294400,297600,301100,305600,309400,316200,318700,320200,319900,322200,327400,328300,331200,332700,335400,339100,341300,348600,349600,352900,349300,353300,354000,357800,360600,365300,367700,370800,374300,385400,388700,392000,388100,388400,388100,388300,390200,392500,393600,394000,393900,398200,398600,399100,397600,396800,399800,400500,405600,406300,411600,411500,414100,419400
394982,"Pittsburgh, PA",21,95200,95300,95600,95000,97600,98200,96500,93800,93000,89700,86000,84100,86400,89100,93100,97500,102400,103800,104600,105300,106600,105000,103700,102400,105000,107700,109400,108600,105300,103100,103600,105900,107300,106400,104500,102000,102800,100900,104400,104900,110200,110300,110700,109800,109300,107600,108400,109500,109800,111800,113200,117400,116900,116700,117300,117700,118500,116700,117600,115400,115600,114700,118200,120600,121100,120600,120800,120200,119800,116500,115600,115900,118300,120000,120400,121600,121500,122900,123300,125000,124400,125200,125300,127000,128600,127200,125700,125000,127000,128800,128700,128000,127600,127700,128900,129000,128100,129700,130000,131500,130100,129600,129400,129600,130400,130500,132900,133400,135500,134200,135100,134400,134600,134400,134700,136200,138100,136400,135200,136700,143400,144500,142500,141400,142300,142500,140900,139300,139600,139700,142400,147200,150700,148700,146700,145000,147400,147700,146300,146700,148500,150700,156400,161400
394998,"Portland, OR",22,279200,270000,268400,266300,268600,268100,262600,259100,255600,255400,256300,256400,253000,244600,236900,234700,233200,236400,236100,237000,234200,236600,238600,237700,235700,233300,231500,228800,229600,234600,237000,234200,231900,230800,229800,222400,214400,208600,207500,207200,208400,209000,211700,211900,216100,214600,213600,207800,207000,208900,213500,220400,224700,229400,231600,233200,235200,238900,244300,242300,244500,243300,250100,249500,255000,256900,261700,262000,263800,261300,261400,261900,263800,264100,264000,264700,268000,269800,272000,273000,276000,278000,279800,279200,279400,280700,283200,287300,289000,290500,291200,292600,294100,299300,304700,305200,307400,310800,318200,320900,320500,322400,324900,327600,330200,332200,340400,341100,343700,341800,344900,347500,350800,354000,356500,360200,362800,365500,373200,377300,380400,375700,377100,378900,379100,379900,379400,382300,382200,384000,385700,387000,388300,385500,387200,386500,387900,389100,391300,396300,401300,404300,410100,411200
394458,"Charlotte, NC",23,153800,151400,148200,145800,145800,145600,147400,147700,145700,145000,141300,142900,141300,141700,139600,141100,143400,144800,145800,147500,148300,146800,146300,144100,142900,140800,141100,142000,142500,142100,142400,142900,144200,143800,144600,143300,139800,136100,133900,136900,137200,140800,138800,140400,136800,138500,137600,140100,140800,141700,144300,147000,148000,147400,146500,148300,147100,147600,147600,150300,150800,152100,155100,156600,157800,157100,157600,159300,160100,163300,162800,162500,161900,161900,162500,162600,165200,166300,168400,168300,168000,168300,169500,174400,175600,178100,177800,178300,177400,177500,178800,180000,182100,182600,184000,183000,181700,181900,182200,185000,185600,188400,189200,191300,190800,189200,186300,183900,185200,185700,186800,189300,194300,194600,193400,191700,194900,198300,203600,209300,212700,213500,215000,215300,214000,213800,214400,216500,217900,218800,222700,226900,229300,229600,229400,230200,230600,228700,232900,235200,239000,241600,245900,252500
395045,"Sacramento, CA",24,286500,274800,258700,244500,233900,230100,225100,220400,210700,202400,196000,191000,189000,187100,188800,190900,197000,201800,205400,206900,207700,209200,210200,208400,207300,206900,206200,204400,202300,202400,203600,201800,202400,199100,196700,191000,186400,184400,179400,178100,176000,178600,179500,177200,177700,177600,180600,180800,181500,182700,182100,183900,187300,192900,200900,205600,211700,214900,221700,227600,234700,239100,244400,249700,256600,260300,265000,265900,268100,268000,270100,274400,276400,279800,282300,284800,286600,286900,289500,291200,289100,291300,291400,301100,301800,305200,303000,304200,305500,305300,306500,307100,309400,312400,318000,321400,324600,324400,325600,327100,328800,333300,334100,338800,339800,341000,342000,342200,343400,345000,347700,352500,356200,360500,364600,367600,370400,372300,376100,379400,380700,384300,383600,385400,382500,383100,384600,383100,386000,386700,391400,393300,394500,399300,399500,400900,399000,400800,401700,399900,400700,401600,407800,417000
395055,"San Antonio, TX",25,140700,141300,139500,139300,139200,140900,140600,140100,138500,136500,136600,137800,141200,142100,142500,142200,144400,144800,144800,143000,141300,140100,140800,143000,143500,141700,138900,137900,139500,143100,145600,146700,148900,150600,150100,147100,145000,142800,141700,141200,142900,143000,143900,144200,144900,145100,143600,144200,145600,147600,149400,151100,152200,151300,149800,151100,152600,153800,150800,151700,151700,155100,155600,159600,162000,163300,161600,161700,162100,163100,163400,164100,164200,165600,166500,166900,166900,167300,169500,169400,171000,171900,174400,175300,176800,177000,177500,178000,178600,179000,178800,179800,179200,179800,181200,182500,184600,184200,185900,184400,186800,187800,189900,189100,189400,189800,189600,190400,188900,190100,189400,192000,191900,193200,192800,193800,194100,197400,198600,199400,199600,201200,203100,203000,203000,203200,203900,206900,209200,209100,206000,206100,207200,209700,210400,211800,214200,216000,217800,219100,218200,219200,219700,223600
394943,"Orlando, FL",26,221300,213700,203900,199100,196600,194200,189200,181400,174400,166200,161000,155500,146500,136900,126200,121700,119100,120900,120400,120700,120400,121200,115500,112400,107800,109100,107900,107400,105100,101200,98600,98600,100500,100400,98900,96000,96900,97600,100100,100000,102100,102500,104500,105000,108300,110600,111800,110700,109800,110200,110800,112500,114100,115900,118000,119600,121700,123900,126800,129200,130900,132300,132400,134300,137600,142700,145200,145600,147200,148000,148900,149400,148700,150900,150400,153000,152400,153400,153800,155800,156400,157200,156100,158100,160200,163000,164800,164100,166400,166900,170600,172100,174300,175300,178500,179200,179900,179000,181200,184200,186600,188300,188800,190300,191300,193100,194600,195600,199200,200900,202300,202600,204400,207700,210300,212100,212400,214400,219300,227500,230900,233000,232200,233600,234100,235100,236600,239200,242800,247600,248500,248200,242800,239800,238700,239500,240800,240900,243900,245200,247300,250300,255600,260200
394466,"Cincinnati, OH",27,132200,128900,124700,124400,123100,122800,121200,121200,119200,113200,108600,106700,109000,112200,113300,114700,114200,115800,117800,121600,124000,123500,121300,119900,120600,120400,120300,118900,117400,116400,117600,119700,118300,118100,118500,121000,116800,112600,109900,111700,114600,116100,114900,113000,112600,114800,116200,114800,112500,111800,113100,115700,117400,119100,119400,120300,119500,119100,119800,120200,121600,120600,123300,123800,126200,125600,126600,124500,124800,124300,124000,124500,123400,125200,125900,129400,131600,133300,132000,131800,130500,131100,128200,129200,130100,132200,134300,134800,136800,136100,136600,136700,134300,139200,140000,145100,142600,144800,143200,143100,142200,142200,142400,145400,147600,148200,149500,149700,149000,147600,145300,146300,146500,149300,150500,150500,152400,153800,155700,159500,160600,161800,158300,156900,154700,156400,157300,160200,160900,161800,162100,165600,167400,167400,164200,163000,163400,163500,166500,167500,168900,170800,174200,
394475,"Cleveland, OH",28,112500,110100,107500,105400,104600,105300,103100,99500,89700,84600,78200,77400,75200,82100,89900,97700,101500,103300,106200,109300,112500,111500,111100,111600,115200,114800,114000,111400,108600,105000,102200,104200,108300,112200,107400,100900,93600,93800,93800,99100,100800,103200,101000,101000,98900,101600,99200,98500,93500,97000,99600,100800,102800,105300,108900,108000,106100,105800,104500,104600,104300,102900,103000,104500,109000,110400,111300,109300,108600,106200,106200,103200,104900,105900,110100,110500,113000,115000,114600,113800,113000,113900,113500,108900,108700,107200,112500,113700,116300,116000,116900,115400,114200,114000,112300,114500,112300,116900,117400,121100,119700,120300,119400,120400,121400,122700,123700,123500,123800,124900,125800,125200,123700,123100,123700,127300,130600,131700,131900,133300,134800,134200,132400,130600,128500,128200,129000,129600,130100,131300,133900,136400,139400,140700,141600,140200,140400,137500,138800,137000,138400,137300,140600,147600
